Code,Description,Airport Name,Latitude,Longitude
15235,"Tokeen, AK: Tokeen Airport",Tokeen Airport,55.9375,-133.325
15236,"Tok, AK: Tok Junction",Tok Junction,63.32944444,-142.95361111
15237,"Chuuk, Federated States of Micronesia: Chuuk International",Chuuk International,7.46194444,151.84305556
15238,"Taku Lodge, AK: Taku Seaplane Base",Taku Seaplane Base,58.49,-133.94166667
15239,"Tikal, Guatemala: Tikal Airport",Tikal Airport,17.22638889,-89.605
15240,"Kigoma, Tanzania: Kigoma Airport",Kigoma Airport,-4.885,29.6675
15241,"Thakurgaon, Bangladesh: Thakurgaon Stol Port",Thakurgaon Stol Port,26.01638889,88.40222222
15242,"Tokushima, Japan: Tokushima Airport",Tokushima Airport,34.13222222,134.60916667
15243,"Tak, Thailand: Tak Airport",Tak Airport,16.89611111,99.25333333
15244,"Turku, Finland: Turku Airport",Turku Airport,60.51416667,22.26277778
15245,"Teller, AK: Teller Airport",Teller Airport,65.24027778,-166.33944444
15246,"Toluca, Mexico: Toluca International",Toluca International,19.33694444,-99.56583333
15247,"Tulear, Madagascar: Tulear Airport",Tulear Airport,-23.38972222,43.72416667
15248,"Telida, AK: Telida Airport",Telida Airport,63.37888889,-153.28416667
15249,"Tallahassee, FL: Tallahassee International",Tallahassee International,30.39666667,-84.35083333
15250,"Tatalina, AK: Tatalina LRRS",Tatalina LRRS,62.895,-155.97805556
15252,"Tallinn, Estonia: Lennart Meri Tallinn",Lennart Meri Tallinn,59.41333333,24.83305556
15253,"Tlemcen, Algeria: Zenata-Messali El Hadj",Zenata-Messali El Hadj,35.01333333,-1.45722222
15254,"Toulon/Hyeres, France: Hyeres Le Palyvestre",Hyeres Le Palyvestre,43.09722222,6.14611111
15255,"Tulare, CA: Mefford Field",Mefford Field,36.15666667,-119.32666667
15256,"Toulouse, France: Toulouse Blagnac",Toulouse Blagnac,43.62888889,1.36388889
15257,"Tuluksak, AK: Tuluksak Airport",Tuluksak Airport,61.08777778,-160.92333333
15258,"Tel Aviv, Israel: Ben Gurion",Ben Gurion,32.01166667,34.88611111
15259,"Tifton, GA: Henry Tift Myers",Henry Tift Myers,31.42944444,-83.48916667
15260,"Miami, FL: Miami Executive",Miami Executive,25.6475,-80.43333333
15261,"Timbedra, Mauritania: Timbedra Airport",Timbedra Airport,16.23666667,-8.15416667
15262,"Tumlingtar, Nepal: Tumlingtar Airport",Tumlingtar Airport,27.31527778,87.19416667
15263,"Tamale, Ghana: Tamale Airport",Tamale Airport,9.55416667,-0.86638889
15264,"Tamatave, Madagascar: Toamasina",Toamasina,-18.10944444,49.3925
15265,"Tampere, Finland: Tampere-Pirkkala",Tampere-Pirkkala,61.41416667,23.60444444
15266,"Tamanrasset, Algeria: Aguemar",Aguemar,22.81472222,5.45916667
15267,"Sao Tome Island, Sao Tome and Principe: Salazar",Salazar,0.37833333,6.725
15268,"Trombetas, Brazil: Trombetas Airport",Trombetas Airport,-1.48944444,-56.39694444
15269,"Tamworth, Australia: Tamworth Airport",Tamworth Airport,-31.08138889,150.84138889
15270,"Lebanon, TN: Lebanon Municipal",Lebanon Municipal,43.62611111,-72.30416667
15271,"Sparta, TN: Upper Cumberland Regional",Upper Cumberland Regional,36.05666667,-85.53
15272,"Lewisburg, TN: Ellington",Ellington,35.50694444,-86.80388889
15273,"Pulaski, TN: Abernathy Field",Abernathy Field,35.15416667,-87.05694444
15274,"Lexington, TN: Franklin Wilkins",Franklin Wilkins,35.65138889,-88.37888889
15275,"Dyersburg, TN: Dyersburg Regional",Dyersburg Regional,35.99805556,-89.40666667
15276,"Winchester, TN: Winchester Municipal",Winchester Municipal,35.1775,-86.06611111
15277,"Jinan, China: Yaoqiang",Yaoqiang,36.85722222,117.21611111
15278,"Tin City, AK: Tin City LRRS",Tin City LRRS,65.56416667,-167.9225
15279,"Tanegashima, Japan: Tanegashima Airport",Tanegashima Airport,30.605,130.99166667
15280,"Tangier, Morocco: Tanger Ibn Batouta International",Tanger Ibn Batouta International,35.73166667,-5.92111111
15281,"Tandjungpinang, Indonesia: Kidjang",Kidjang,0.91916667,104.53611111
15282,"Tununak, AK: Tununak Airport",Tununak Airport,60.56944444,-165.24638889
15283,"Tainan, Taiwan: Tainan Airport",Tainan Airport,22.95027778,120.20583333
15284,"Twentynine Palms, CA: Twentynine Palms Airport",Twentynine Palms Airport,34.13166667,-115.94583333
15285,"Antananarivo, Madagascar: Ivato",Ivato,-18.79694444,47.47888889
15286,"Miami, FL: Dade-Collier Training and Transition",Dade-Collier Training and Transition,25.86194444,-80.89694444
15287,"Newton, IA: Newton Municipal Earl Johnson Field",Newton Municipal Earl Johnson Field,41.67444444,-93.02166667
15288,"Stung Treng, Cambodia: Stung Treng Airport",Stung Treng Airport,13.53166667,106.01444444
15289,"Torrance, CA: Zamperini Field",Zamperini Field,33.80333333,-118.33972222
15290,"Tobruk, Libya: Tobruk Airport",Tobruk Airport,31.86194444,23.89916667
15292,"Tozeur, Tunisia: Nefta",Nefta,33.93972222,8.10111111
15293,"Togiak, AK: Togiak Airport",Togiak Airport,59.05361111,-160.39666667
15294,"Madrid, Spain: Torrejon AFB",Torrejon AFB,40.48888889,-3.45611111
15295,"Toledo, OH: Eugene F Kranz Toledo Express",Eugene F Kranz Toledo Express,41.58694444,-83.80777778
15296,"Tombouctou, Mali: Tombouctou Airport",Tombouctou Airport,16.73055556,-3.0075
15297,"Topeka, KS: Philip Billard Municipal",Philip Billard Municipal,39.06861111,-95.6225
15298,"Tocopilla, Chile: Barriles",Barriles,-22.14083333,-70.0625
15299,"Torrington, WY: Torrington Municipal",Torrington Municipal,42.06444444,-104.15277778
15300,"Tromso, Norway: Tromso Airport",Tromso Airport,69.68305556,18.91888889
15301,"Touho, New Caledonia: Touho Airport",Touho Airport,-20.79,165.25944444
15302,"Tortola, British Virgin Islands: Tortola West End Seaplane Base",Tortola West End Seaplane Base,18.45,-64.58333333
15303,"Toyama, Japan: Toyama Airport",Toyama Airport,36.64833333,137.1875
15304,"Tampa, FL: Tampa International",Tampa International,27.97555556,-82.53333333
15305,"Topeka, KS: Allen Air Park",Allen Air Park,39.025,-95.75805556
15306,"Taipei, Taiwan: Taiwan Taoyuan International",Taiwan Taoyuan International,25.07777778,121.23361111
15307,"Tampa, FL: Peter O'Knight",Peter O'Knight,27.91555556,-82.44944444
15308,"Tonopah, NV: Tonopah Airport",Tonopah Airport,38.05972222,-117.08666667
15309,"Tapini, Papua New Guinea: Tapini Airport",Tapini Airport,-8.35666667,146.98972222
15310,"Temple, TX: Draughon-Miller Central Texas Regional",Draughon-Miller Central Texas Regional,31.15194444,-97.40777778
15312,"Tarapoto, Peru: Tarapoto Airport",Tarapoto Airport,-6.51111111,-76.39861111
15313,"Tepic, Mexico: Tepic International",Tepic International,21.41944444,-104.8425
15314,"Tom Price, Australia: Tom Price Airport",Tom Price Airport,-22.65,117.66666667
15315,"Trapani/Marsala, Italy: Trapani/Birgi",Trapani/Birgi,37.9125,12.48833333
15316,"Turbo, Colombia: Turbo Airport",Turbo Airport,8.07833333,-76.74805556
15317,"Torreon, Mexico: Torreon International",Torreon International,25.56833333,-103.41055556
15318,"Trondheim, Norway: Trondheim Airport",Trondheim Airport,63.4575,10.91666667
15319,"Tiree Island, United Kingdom: Tiree Island Airport",Tiree Island Airport,56.50055556,-6.87138889
15320,"Sandefjord, Norway: Torp",Torp,59.18666667,10.25861111
15321,"Tauranga, New Zealand: Tauranga Airport",Tauranga Airport,-37.67333333,176.19861111
15322,"Trona, CA: Trona Airport",Trona Airport,35.81277778,-117.32694444
15323,"Bristol/Johnson City/Kingsport, TN: Tri Cities",Tri Cities,36.47527778,-82.4075
15324,"Tarakan, Indonesia: Juwata",Juwata,3.32527778,117.56416667
15325,"Thermal, CA: Jacqueline Cochran Regional",Jacqueline Cochran Regional,33.62666667,-116.15972222
15326,"Turin, Italy: Torino",Torino,45.20083333,7.64972222
15327,"Taree, Australia: Taree Airport",Taree Airport,-31.88805556,152.51555556
15328,"Trincomalee, Sri Lanka: China Bay",China Bay,8.53916667,81.18138889
15329,"Trieste, Italy: Trieste Airport",Trieste Airport,45.82777778,13.46666667
15331,"Trujillo, Peru: Cap FAP Carlos Martinez de Pinillos",Cap FAP Carlos Martinez de Pinillos,-8.08166667,-79.10861111
15332,"Trivandrum, India: Thiruvananthapuram International",Thiruvananthapuram International,8.48222222,76.92
15333,"Tarawa, Kiribati: Bonriki International",Bonriki International,1.38166667,173.14694444
15334,"Trichinopoly, India: Tiruchirappalli International",Tiruchirappalli International,10.76611111,78.71777778
15335,"Taipei, Taiwan: Taipei Songshan",Taipei Songshan,25.06972222,121.5525
15336,"Tsumeb, Namibia: Tsumeb Airport",Tsumeb Airport,-19.26194444,17.7325
15337,"Astana, Kazakhstan: Astana Airport",Astana Airport,51.0225,71.46611111
15338,"Venice, Italy: Treviso",Treviso,45.64833333,12.19388889
15339,"Tanacross, AK: Tanacross Airport",Tanacross Airport,63.37416667,-143.32888889
15340,"Tshikapa, Congo (Kinshasa): Tshikapa Airport",Tshikapa Airport,-6.44194444,20.79611111
15341,"Tsushima, Japan: Tsushima Airport",Tsushima Airport,34.285,129.33055556
15342,"Taos, NM: Taos Regional",Taos Regional,36.45166667,-105.67305556
15343,"Tianjin, China: Tianjin Binhai International",Tianjin Binhai International,39.12722222,117.35777778
15344,"Tehachapi, CA: Tehachapi Municipal",Tehachapi Municipal,35.135,-118.43916667
15345,"Timisoara, Romania: Traian Vuia",Traian Vuia,45.80972222,21.33777778
15346,"New York, NY: East 34th Street Heliport",East 34th Street Heliport,40.7425,-73.97222222
15348,"Townsville, Australia: Townsville International",Townsville International,-19.24833333,146.76944444
15349,"Tortoli, Italy: Tortoli Airport",Tortoli Airport,39.91888889,9.68305556
15350,"Taltal, Chile: Argolla",Argolla,-25.51777778,-70.42222222
15351,"Troutdale, OR: Portland Troutdale",Portland Troutdale,45.54944444,-122.40138889
15352,"Tartagal, Argentina: Tartagal Airport",Tartagal Airport,-22.49305556,-63.8125
15353,"Thumrait, Oman: Thumrait Airport",Thumrait Airport,17.66611111,54.02472222
15354,"Tottori, Japan: Tottori Airport",Tottori Airport,35.53,134.165
15355,"Turtle Island, Fiji: Turtle Island Airport",Turtle Island Airport,-16.95,177.36666667
15356,"Trenton, NJ: Trenton Mercer",Trenton Mercer,40.27666667,-74.81333333
15358,"Tsaratanana, Madagascar: Tsaratanana Airport",Tsaratanana Airport,-16.75083333,47.61972222
15359,"Taitung, Taiwan: Fongnian",Fongnian,22.755,121.10166667
15360,"Tetuan, Morocco: Tetouan/Sania Ramel",Tetouan/Sania Ramel,35.59444444,-5.32
15361,"Tulcan, Ecuador: Tulcan Airport",Tulcan Airport,0.8,-77.71666667
15362,"Tubuai Island, French Polynesia: Tubuai Is Fr. Polynesia",Tubuai Is Fr. Polynesia,-23.35,-149.46666667
15363,"Tucuman, Argentina: Tucuman Airport",Tucuman Airport,-26.83333333,-65.2
15364,"Tambacounda, Senegal: Tambacounda Airport",Tambacounda Airport,13.73666667,-13.65305556
15365,"Tours, France: Tours Val de Loire",Tours Val de Loire,47.43222222,0.7275
15366,"Tuguegarao, Philippines: Tuguegarao Airport",Tuguegarao Airport,17.64361111,121.73305556
15367,"Tullahoma, TN: Arnold AFB",Arnold AFB,35.3925,-86.08583333
15368,"Turaif, Saudi Arabia: Turaif Airport",Turaif Airport,31.69472222,38.73194444
15369,"Turbat, Pakistan: Turbat International",Turbat International,25.98527778,63.02972222
15370,"Tulsa, OK: Tulsa International",Tulsa International,36.19833333,-95.88805556
15371,"Tumut, Australia: Tumut Airport",Tumut Airport,-35.26833333,148.24055556
15372,"Tunis, Tunisia: Carthage",Carthage,36.85111111,10.22694444
15373,"Taupo, New Zealand: Taupo Airport",Taupo Airport,-38.74083333,176.085
15374,"Tupelo, MS: Tupelo Regional",Tupelo Regional,34.26888889,-88.77
15375,"Tucurui, Brazil: Tucurui Airport",Tucurui Airport,-3.78611111,-49.72027778
15376,"Tucson, AZ: Tucson International",Tucson International,32.11611111,-110.94111111
15377,"Tauta, Papua New Guinea: Tauta Airport",Tauta Airport,-5.8325,145.93361111
15378,"Tabuk, Saudi Arabia: Prince Sultan Bin Abdulaziz",Prince Sultan Bin Abdulaziz,28.37166667,36.63
15379,"Morafenobe, Madagascar: Morafenobe Airport",Morafenobe Airport,-17.85055556,44.92027778
15380,"Traverse City, MI: Cherry Capital",Cherry Capital,44.74166667,-85.58194444
15381,"Thief River Falls, MN: Thief River Falls Regional",Thief River Falls Regional,48.06555556,-96.185
15382,"Thomasville, GA: Thomasville Regional",Thomasville Regional,30.90138889,-83.88138889
15383,"Lake Tahoe, CA: Lake Tahoe Airport",Lake Tahoe Airport,38.89388889,-119.99527778
15384,"Taveuni, Fiji: Matei",Matei,-16.69305556,179.87416667
15385,"Twin Hills, AK: Twin Hills Airport",Twin Hills Airport,59.07444444,-160.275
15386,"Toowoomba, Australia: Toowoomba Airport",Toowoomba Airport,-27.54277778,151.91805556
15387,"Port Townsend, WA: Jefferson County International",Jefferson County International,48.05388889,-122.81055556
15388,"Taylor, AK: Taylor Airport",Taylor Airport,34.45277778,-110.115
15389,"Twin Falls, ID: Joslin Field - Magic Valley Regional",Joslin Field - Magic Valley Regional,42.48194444,-114.48777778
15390,"Two Harbors, CA: Two Harbors Airport",Two Harbors Airport,33.425,-118.50833333
15392,"Tawau, Malaysia: Tawau Airport",Tawau Airport,4.31333333,118.12194444
15393,"Mesquite, TX: Mesquite Metro",Mesquite Metro,32.74694444,-96.53055556
15394,"Denver City, TX: Denver City Airport",Denver City Airport,32.97472222,-102.845
15395,"Port Isabel, TX: Cameron County",Cameron County,,
15396,"Ballinger, TX: Bruce Field",Bruce Field,31.67444444,-99.97694444
15397,"Cleburne, TX: Cleburne Regional",Cleburne Regional,32.35361111,-97.43388889
15398,"Horseshoe Bay, TX: Horseshoe Bay Resort",Horseshoe Bay Resort,30.52694444,-98.35888889
15399,"Post, TX: Post Garza County Municipal",Post Garza County Municipal,33.20333333,-101.33833333
15400,"Taichung, Taiwan: Taichung Airport",Taichung Airport,24.18638889,120.65388889
15401,"Texarkana, AR: Texarkana Regional-Webb Field",Texarkana Regional-Webb Field,33.45361111,-93.99111111
15402,"Berlin, Germany: Tegel",Tegel,52.55916667,13.29027778
15403,"Tunxi, China: Tunxi Airport",Tunxi Airport,29.73361111,118.25611111
15404,"Tabou, Cote d'Ivoire: Tabou Airport",Tabou Airport,4.43805556,-7.36277778
15405,"Tibooburra, Australia: Tibooburra Airport",Tibooburra Airport,-29.45277778,142.05722222
15406,"Tyonek, AK: Tyonek Airport",Tyonek Airport,61.07666667,-151.13805556
15408,"Talara, Peru: Capitan FAP Victor Montes International",Capitan FAP Victor Montes International,-4.57666667,-81.25416667
15409,"Taiyuan, China: Wusu",Wusu,37.74583333,112.63055556
15410,"Tokyo, Japan: Tokyo Metropolitan Area",Tokyo Metropolitan Area,35.6525,139.73194444
15411,"Tyler, TX: Tyler Pounds Regional",Tyler Pounds Regional,32.35361111,-95.40305556
15412,"Knoxville, TN: McGhee Tyson",McGhee Tyson,35.81111111,-83.99416667
15413,"Taylor, AZ: Taylor Airport",Taylor Airport,34.45277778,-110.115
15414,"Belize City, Belize: Belize Municipal",Belize Municipal,17.5175,-88.19611111
15415,"Maya Beach, Belize: Maya Beach Airport",Maya Beach Airport,16.62944444,-88.36888889
15416,"Tuzla, Bosnia and Herzegovina: Tuzla Airport",Tuzla Airport,44.45861111,18.72472222
15417,"South Andos, The Bahamas: Congo Town",Congo Town,24.15888889,-77.59
15418,"Trabzon, Turkey: Trabzon Airport",Trabzon Airport,40.995,39.78972222
15419,"Adana, Turkey: Incirlik AB",Incirlik AB,37.00194444,35.42583333
15420,"Ua Huka, French Polynesia: Ua Huka Airport",Ua Huka Airport,-8.93611111,-139.55388889
15421,"Narsarsuaq, Greenland: Narsarsuaq Airport",Narsarsuaq Airport,61.16055556,-45.42583333
15422,"Guam, TT: Andersen AFB",Andersen AFB,13.58388889,144.93
15423,"San Juan, Argentina: San Juan Airport",San Juan Airport,-31.57138889,-68.41833333
15424,"Samburu, Kenya: Samburu Airport",Samburu Airport,0.53416667,37.53166667
15425,"Uaxactun, Guatemala: Uaxactun Airport",Uaxactun Airport,17.39388889,-89.63277778
15426,"Uberaba, Brazil: Mario de Almeida Franco",Mario de Almeida Franco,-19.765,-47.96472222
15427,"Chatham, MA: Chatham Municipal",Chatham Municipal,41.68833333,-69.98972222
15428,"Ube, Japan: Yamaguchi Ube",Yamaguchi Ube,33.93,131.27888889
15429,"Ubon Ratchathani, Thailand: Ubon Ratchathani Airport",Ubon Ratchathani Airport,15.25138889,104.87027778
15430,"Columbus, MS: Columbus-Lowndes County",Columbus-Lowndes County,33.46527778,-88.38083333
15431,"Utica/Rome, NY: Oneida County",Oneida County,43.14138889,-75.38027778
15433,"Union City, TN: Everett-Stewart Regional",Everett-Stewart Regional,36.37972222,-88.98583333
15434,"Bermuda Dunes, CA: Bermuda Dunes Airport",Bermuda Dunes Airport,33.74833333,-116.27472222
15435,"Darlington, SC: Darlington County",Darlington County,34.4475,-79.88638889
15436,"Uberlandia, Brazil: Uberlandia Airport",Uberlandia Airport,-18.88361111,-48.22583333
15437,"Udaipur, India: Maharana Pratap",Maharana Pratap,24.6175,73.89638889
15438,"Quelimane, Mozambique: Quelimane Airport",Quelimane Airport,-17.85138889,36.86833333
15439,"Kumejima, Japan: Kumejima Airport",Kumejima Airport,26.36361111,126.71388889
15440,"Waukesha, WI: Waukesha County",Waukesha County,43.04111111,-88.23694444
15441,"Quetta, Pakistan: Samungli International",Samungli International,30.25222222,66.93861111
15442,"Ufa, Russia: Ufa Airport",Ufa Airport,54.55777778,55.87388889
15443,"Ugashik, AK: Ugashik Airport",Ugashik Airport,57.50638889,-157.39166667
15444,"Pilot Point, AK: Ugashik Bay",Ugashik Bay,57.42527778,-157.74
15445,"Urgench, Uzbekistan: Urgench Airport",Urgench Airport,41.5825,60.64361111
15446,"Uganik, AK: Uganik Airport",Uganik Airport,57.75,-153.31666667
15447,"Waukegan, IL: Waukegan National",Waukegan National,42.42222222,-87.86777778
15448,"Ugashik, AK: Ugashik Airport",Ugashik Airport,57.50638889,-157.39166667
15449,"Uherske Hradiste, Czech Republic: Uherske Hradiste Airport",Uherske Hradiste Airport,49.06666667,17.45
15450,"Upper Heyford, United Kingdom: Upper Heyford Airport",Upper Heyford Airport,51.93666667,-1.24916667
15451,"Quibdo, Colombia: El Carano",El Carano,5.69083333,-76.64111111
15452,"Qui Nhon, Vietnam: Phu Cat",Phu Cat,13.955,109.04222222
15453,"Utila Island, Honduras: Utila Island Hond.",Utila Island Hond.,16.08666667,-86.89111111
15454,"Quincy, IL: Quincy Regional-Baldwin Field",Quincy Regional-Baldwin Field,39.94305556,-91.19444444
15455,"Quito, Ecuador: Old Mariscal Sucre International",Old Mariscal Sucre International,-0.14138889,-78.48805556
15456,"Quimper, France: Quimper Pluguffan",Quimper Pluguffan,47.975,-4.17083333
15457,"Kobe Honshu Island, Japan: Kobe",Kobe,34.63277778,135.22388889
15458,"Ukiah, CA: Ukiah Municipal",Ukiah Municipal,39.12583333,-123.20083333
15459,"San Julian, Argentina: San Julian Airport",San Julian Airport,-49.30666667,-67.80277778
15460,"Santiago, Chile: Los Cerrillos",Los Cerrillos,-33.48972222,-70.69472222
15461,"Ulithi, Federated States of Micronesia: Ulithi Airport",Ulithi Airport,10.02,139.78972222
15462,"New Ulm, MN: New Ulm Municipal",New Ulm Municipal,44.31833333,-94.50166667
15463,"Ulaanbaator, Mongolia: Buyant Ukhaa International",Buyant Ukhaa International,47.8425,106.76722222
15464,"Tulua, Colombia: Heriberto Gil Martinez",Heriberto Gil Martinez,4.09444444,-76.22388889
15465,"Ulysses, KS: Ulysses Airport",Ulysses Airport,37.60388889,-101.37361111
15466,"Ulyanovsk, Russia: Ulyanovsk Vostochny",Ulyanovsk Vostochny,54.40083333,48.8025
15467,"Umnak, AK: North Shore",North Shore,53.37666667,-167.8875
15468,"Uummannaq, Greenland: Uummannaq Airport",Uummannaq Airport,70.67972222,-52.11722222
15469,"Umea, Sweden: Umea Airport",Umea Airport,63.79083333,20.28472222
15470,"Summit, AK: Summit Airport",Summit Airport,63.33111111,-149.12888889
15471,"Woomera, Australia: Woomera Airport",Woomera Airport,-31.14416667,136.81694444
15472,"Umiat, AK: Umiat Airport",Umiat Airport,69.37111111,-152.135
15473,"Umuarama, Brazil: Orlando de Carvalho",Orlando de Carvalho,-23.79916667,-53.31388889
15475,"Konduz, Afghanistan: Kunduz",Kunduz,36.66444444,68.91333333
15476,"Kiunga, Papua New Guinea: Kiunga Airport",Kiunga Airport,-6.12527778,141.28194444
15477,"Union Island, Saint Vincent and the Grenadines: Union Island Airport",Union Island Airport,12.60027778,-61.41166667
15478,"Unalakleet, AK: Unalakleet Airport",Unalakleet Airport,63.88861111,-160.79916667
15479,"Umnak, AK: Umnak Airport",Umnak Airport,53.22388889,-168.43222222
15480,"Unst, United Kingdom: Unst Airport",Unst Airport,60.74694444,-0.85416667
15481,"Oxford, MS: University-Oxford",University-Oxford,34.38444444,-89.53694444
15482,"Ujung Pandang, Indonesia: Hasanuddin",Hasanuddin,-5.06944444,119.55
15483,"Uruapan, Mexico: Uruapan Airport",Uruapan Airport,19.39638889,-102.03888889
15484,"Upolo Point, HI: Upolu",Upolu,20.26527778,-155.86
15485,"Queens, AK: The Queens",The Queens,58.87194444,-158.47166667
15486,"Uralsk, Kazakhstan: Uralsk Airport",Uralsk Airport,51.15194444,51.54388889
15487,"Urubupunga, Brazil: Urubupunga Airport",Urubupunga Airport,-20.77722222,-51.56416667
15488,"Urumqi, China: Tianshan",Tianshan,,
15489,"Uruguaiana, Brazil: Rubem Berta International",Rubem Berta International,,
15490,"Boos, France: Rouen Vallee de Seine",Rouen Vallee de Seine,49.38527778,1.17611111
15491,"Surat Thani, Thailand: Surat Thani Airport",Surat Thani Airport,9.1325,99.13555556
15492,"Gurayat, Saudi Arabia: Guriat",Guriat,31.41222222,37.27944444
15493,"Ushuaia, Argentina: Islas Malvinas",Islas Malvinas,-54.80277778,-68.32777778
15494,"Usibelli, AK: Usi Belli Coal Mine",Usi Belli Coal Mine,63.86666667,-148.78333333
15495,"Koh Samui, Thailand: Samui",Samui,9.54805556,100.0625
15496,"Ulsan, South Korea: Ulsan Airport",Ulsan Airport,35.59361111,129.35166667
15497,"St. Augustine, FL: Northeast Florida Regional",Northeast Florida Regional,29.95916667,-81.33972222
15498,"Heber, UT: Heber Valley",Heber Valley,40.48194444,-111.42888889
15499,"Muttaburra, Australia: Muttaburra Airport",Muttaburra Airport,-22.58333333,144.53333333
15500,"Udon Thani, Thailand: Udon Thani Airport",Udon Thani Airport,17.38638889,102.78833333
15501,"Utirik, Marshall Islands: Utirik Island",Utirik Island,11.23333333,169.86666667
15502,"Tunica, MS: Tunica Municipal",Tunica Municipal,34.685,-90.34777778
15503,"Upington, South Africa: Upington International",Upington International,-28.40166667,21.26111111
15504,"Utopia, AK: Indian Mountain LRRS",Indian Mountain LRRS,65.99277778,-153.70361111
15505,"Utapao, Thailand: U Tapao Rayong Pattaya International",U Tapao Rayong Pattaya International,12.67972222,101.005
15506,"Mthatha, South Africa: Mthatha Airport",Mthatha Airport,-31.54611111,28.67527778
15507,"Queenstown, South Africa: Queenstown Airport",Queenstown Airport,-31.92,26.88222222
15508,"Kuparuk, AK: North Kuparuk",North Kuparuk,70.36222222,-149.02833333
15509,"Yuzhno-Sakhalinsk, Russia: Khomutovo",Khomutovo,46.88555556,142.7175
15510,"Manumu, Papua New Guinea: Manumu Airport",Manumu Airport,-9.07388889,147.57416667
15511,"Uvalde, TX: Garner Field",Garner Field,29.21138889,-99.74361111
15512,"Ouvea, New Caledonia: Ouvea Ouloup",Ouvea Ouloup,-20.64055556,166.57277778
15513,"St. Lucia, Saint Lucia: Hewanorra International",Hewanorra International,13.73333333,-60.95277778
15514,"Kharja, Egypt: New Valley",New Valley,25.475,30.59083333
15515,"Lik Camp, AK: Lik Camp Airport",Lik Camp Airport,68.16666667,-163.2
15516,"Fassberg, Germany: Fassberg Airport",Fassberg Airport,52.92166667,-10.18416667
15517,"Hawley, MN: Hawley Municipal",Hawley Municipal,46.88388889,-96.35055556
15518,"Chowchilla, CA: Chowchilla Airport",Chowchilla Airport,37.11333333,-120.24694444
15519,"Faulkton, SD: Faulkton Municipal",Faulkton Municipal,45.03055556,-99.11277778
15520,"St. Anthony, ID: Stanford Field",Stanford Field,43.95027778,-111.68472222
15521,"Dutch John, UT: Dutch John Airport",Dutch John Airport,40.91777778,-109.39055556
15522,"Kiev, Ukraine: Antonov 2 International",Antonov 2 International,50.60361111,30.19111111
15523,"Calder Bay, AK: Calder Bay Airport",Calder Bay Airport,56.17166667,-133.49305556
15524,"Richmond, KY: Central Kentucky Regional",Central Kentucky Regional,37.63166667,-84.3325
15525,"Petaluma, CA: Petaluma Municipal",Petaluma Municipal,38.25777778,-122.60527778
15526,"Chariot, AK: Chariot Airport",Chariot Airport,68.09722222,-165.76388889
15527,"47-Mile Mine, AK: 47-Mile Mine Airport",47-Mile Mine Airport,61.04444444,-158.14527778
15528,"Prestonsburg, KY: Big Sandy Regional",Big Sandy Regional,37.75111111,-82.63666667
15529,"Fitchburg, MA: Fitchburg Municipal",Fitchburg Municipal,42.55388889,-71.75916667
15530,"Bay St. Louis, MS: Stennis International",Stennis International,30.36777778,-89.45472222
15531,"Gilze-Rijen, Netherlands: Gilze-Rijen Airport",Gilze-Rijen Airport,51.56666667,4.93916667
15532,"Monument Valley, UT: Monument Valley Airport",Monument Valley Airport,37.01666667,-110.20055556
15533,"Cimarron, KS: Cimarron Municipal",Cimarron Municipal,37.83277778,-100.34805556
15534,"Lorain/Elyria, OH: Lorain County Regional",Lorain County Regional,41.34416667,-82.17777778
15535,"Cheboygan, MI: Cheboygan County",Cheboygan County,45.65361111,-84.51916667
15536,"Enterprise, OR: Enterprise Municipal",Enterprise Municipal,31.29972222,-85.89972222
15537,"Cookeville, TN: Putnam County",Putnam County,36.19333333,-85.48694444
15538,"Hot Springs, MT: Hot Springs Airport",Hot Springs Airport,47.6125,-114.61333333
15539,"Circle, MT: Circle Town County",Circle Town County,47.41833333,-105.56083333
15540,"Garrison, ND: Garrison Municipal",Garrison Municipal,47.65611111,-101.43666667
15541,"Melilla, Uruguay: Angel S Adami",Angel S Adami,-34.78888889,-56.265
15543,"Nyala, Sudan: Nyala Airport",Nyala Airport,12.05361111,24.95611111
15544,"Curuzu Cuatia, Argentina: Curuzu Cuatia Airport",Curuzu Cuatia Airport,-29.77055556,-57.97888889
15545,"Emporia, VA: Emporia Greensville Regional",Emporia Greensville Regional,36.68694444,-77.48277778
15546,"Chesapeake, VA: Chesapeake Regional",Chesapeake Regional,36.66555556,-76.32055556
15547,"Marion/Wytheville, VA: Mountain Empire",Mountain Empire,36.89472222,-81.35
15548,"Leesburg, VA: Leesburg Executive",Leesburg Executive,39.07805556,-77.5575
15549,"Vaasa, Finland: Vaasa Airport",Vaasa Airport,63.05055556,21.76222222
15550,"Valdosta, GA: Moody AFB",Moody AFB,30.96861111,-83.19305556
15552,"Valence, France: Valence Chabeuil",Valence Chabeuil,44.92166667,4.97
15553,"Vanimo, Papua New Guinea: Vanimo Airport",Vanimo Airport,-2.6925,141.30277778
15554,"Chevak, AK: Chevak Airport",Chevak Airport,61.54083333,-165.60083333
15555,"Van, Turkey: Van Airport",Van Airport,38.46833333,43.33222222
15556,"Suavanao, Solomon Islands: Suavanao Airport",Suavanao Airport,-7.58527778,158.73111111
15557,"Varna, Bulgaria: Varna Airport",Varna Airport,43.23194444,27.82527778
